,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track,artist
0,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,audio_features,4vpeKl0vMGdAXpZiQB2Dtd,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/tracks/4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/audio-analysis/4vpeKl0vMGdAXpZiQB2Dtd,150640,4,White Rabbit,Jefferson Airplane
1,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,audio_features,2BGNomqCxEDcXyxf8bg27k,spotify:track:2BGNomqCxEDcXyxf8bg27k,https://api.spotify.com/v1/tracks/2BGNomqCxEDcXyxf8bg27k,https://api.spotify.com/v1/audio-analysis/2BGNomqCxEDcXyxf8bg27k,214640,4,Eight Miles High,The Byrds
2,0.634,0.809,4,-10.025,0,0.0335,0.163,0.00199,0.309,0.927,77.256,audio_features,5WVF1Ftv5oxspRac9km99R,spotify:track:5WVF1Ftv5oxspRac9km99R,https://api.spotify.com/v1/tracks/5WVF1Ftv5oxspRac9km99R,https://api.spotify.com/v1/audio-analysis/5WVF1Ftv5oxspRac9km99R,216569,4,Alabama Getaway - 2013 Remaster,Grateful Dead
3,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,audio_features,7MRyJPksH3G2cXHN8UKYzP,spotify:track:7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/tracks/7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/audio-analysis/7MRyJPksH3G2cXHN8UKYzP,214733,4,American Girl,Tom Petty and the Heartbreakers
4,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,audio_features,3MODES4TNtygekLl146Dxd,spotify:track:3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/tracks/3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/audio-analysis/3MODES4TNtygekLl146Dxd,263333,4,Ramble On - 1990 Remaster,Led Zeppelin
5,0.558,0.874,2,-8.982,1,0.0358,0.1,0.0158,0.822,0.727,145.971,audio_features,1qRbIDeJnmfnglzlJI8kOK,spotify:track:1qRbIDeJnmfnglzlJI8kOK,https://api.spotify.com/v1/tracks/1qRbIDeJnmfnglzlJI8kOK,https://api.spotify.com/v1/audio-analysis/1qRbIDeJnmfnglzlJI8kOK,360640,4,What a Day That Was - Live; Edit,Talking Heads
6,0.674,0.706,9,-9.012,1,0.0384,0.108,6.48e-06,0.114,0.961,133.789,audio_features,042v1NacbKJzCyi6nBme7T,spotify:track:042v1NacbKJzCyi6nBme7T,https://api.spotify.com/v1/tracks/042v1NacbKJzCyi6nBme7T,https://api.spotify.com/v1/audio-analysis/042v1NacbKJzCyi6nBme7T,172400,4,Mr. Soul,Buffalo Springfield
7,0.867,0.656,11,-9.019,0,0.041,0.0572,0.819,0.406,0.947,123.654,audio_features,1jDit1o3MxkQxFDVNdYX9v,spotify:track:1jDit1o3MxkQxFDVNdYX9v,https://api.spotify.com/v1/tracks/1jDit1o3MxkQxFDVNdYX9v,https://api.spotify.com/v1/audio-analysis/1jDit1o3MxkQxFDVNdYX9v,345573,4,Moon Rocks - 2005 Remaster,Talking Heads
8,0.723,0.818,7,-5.946,1,0.0366,0.138,0.748,0.218,0.894,135.122,audio_features,0yhwdmbgkKdE1plV8xWdrd,spotify:track:0yhwdmbgkKdE1plV8xWdrd,https://api.spotify.com/v1/tracks/0yhwdmbgkKdE1plV8xWdrd,https://api.spotify.com/v1/audio-analysis/0yhwdmbgkKdE1plV8xWdrd,285613,4,Crosseyed and Painless - 2005 Remaster,Talking Heads
9,0.398,0.392,7,-9.05,1,0.0282,0.207,0.0,0.102,0.378,184.267,audio_features,4F1AgKpuFRMLEgtPETVwZk,spotify:track:4F1AgKpuFRMLEgtPETVwZk,https://api.spotify.com/v1/tracks/4F1AgKpuFRMLEgtPETVwZk,https://api.spotify.com/v1/audio-analysis/4F1AgKpuFRMLEgtPETVwZk,129120,3,You've Got To Hide Your Love Away - Remastered 2009,The Beatles
10,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419,audio_features,7CZiDzGVjUssMSOXrDNYHL,spotify:track:7CZiDzGVjUssMSOXrDNYHL,https://api.spotify.com/v1/tracks/7CZiDzGVjUssMSOXrDNYHL,https://api.spotify.com/v1/audio-analysis/7CZiDzGVjUssMSOXrDNYHL,189680,4,Ticket To Ride - Remastered 2009,The Beatles
11,0.647,0.56,9,-8.809,1,0.0387,0.723,0.0,0.118,0.913,120.418,audio_features,788U1Sqej9M6c4iikuDGxO,spotify:track:788U1Sqej9M6c4iikuDGxO,https://api.spotify.com/v1/tracks/788U1Sqej9M6c4iikuDGxO,https://api.spotify.com/v1/audio-analysis/788U1Sqej9M6c4iikuDGxO,125040,3,I've Just Seen A Face - Remastered 2009,The Beatles
12,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,audio_features,3KfbEIOC7YIv90FIfNSZpo,spotify:track:3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/tracks/3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/audio-analysis/3KfbEIOC7YIv90FIfNSZpo,146333,4,In My Life - Remastered 2009,The Beatles
13,0.29,0.247,7,-12.125,1,0.0383,0.921,0.00565,0.0917,0.36,165.361,audio_features,2B4Y9u4ERAFiMo13XPJyGP,spotify:track:2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/tracks/2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/audio-analysis/2B4Y9u4ERAFiMo13XPJyGP,144880,4,"Here, There And Everywhere - Remastered 2009",The Beatles
14,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,audio_features,52dm9op3rbfAkc1LGXgipW,spotify:track:52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/tracks/52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/audio-analysis/52dm9op3rbfAkc1LGXgipW,341773,4,Wild Horses - 2009 Mix,The Rolling Stones
15,0.595,0.885,3,-7.688,1,0.0518,0.0744,0.534,0.0844,0.643,137.243,audio_features,1uBsu3PbD2909UBIfEMLvK,spotify:track:1uBsu3PbD2909UBIfEMLvK,https://api.spotify.com/v1/tracks/1uBsu3PbD2909UBIfEMLvK,https://api.spotify.com/v1/audio-analysis/1uBsu3PbD2909UBIfEMLvK,222933,4,Jumpin' Jack Flash,The Rolling Stones
16,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,audio_features,6lFZbCc7pn6Lme1NP7qQqQ,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,https://api.spotify.com/v1/tracks/6lFZbCc7pn6Lme1NP7qQqQ,https://api.spotify.com/v1/audio-analysis/6lFZbCc7pn6Lme1NP7qQqQ,448720,4,You Can't Always Get What You Want,The Rolling Stones
17,0.464,0.824,10,-7.359,1,0.0374,0.467,0.018,0.33,0.539,109.298,audio_features,6KOtheMY0KN4s9TrQHr9It,spotify:track:6KOtheMY0KN4s9TrQHr9It,https://api.spotify.com/v1/tracks/6KOtheMY0KN4s9TrQHr9It,https://api.spotify.com/v1/audio-analysis/6KOtheMY0KN4s9TrQHr9It,253720,4,She's A Rainbow,The Rolling Stones
18,0.582,0.545,4,-11.677,0,0.0298,0.017,4.05e-06,0.229,0.721,101.691,audio_features,44xykY61s1aKsgf40A5cyI,spotify:track:44xykY61s1aKsgf40A5cyI,https://api.spotify.com/v1/tracks/44xykY61s1aKsgf40A5cyI,https://api.spotify.com/v1/audio-analysis/44xykY61s1aKsgf40A5cyI,164893,4,Mother's Little Helper,The Rolling Stones
19,0.605,0.742,4,-4.363,0,0.0327,0.00286,0.00105,0.256,0.47,105.04,audio_features,4tXr9v3K7nWW1aebWqR1B7,spotify:track:4tXr9v3K7nWW1aebWqR1B7,https://api.spotify.com/v1/tracks/4tXr9v3K7nWW1aebWqR1B7,https://api.spotify.com/v1/audio-analysis/4tXr9v3K7nWW1aebWqR1B7,271160,4,Anybody Seen My Baby? - Remastered 2009,The Rolling Stones
20,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,audio_features,1GcVa4jFySlun4jLSuMhiq,spotify:track:1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/tracks/1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/audio-analysis/1GcVa4jFySlun4jLSuMhiq,272000,4,Angie - Remastered 2009,The Rolling Stones
21,0.665,0.844,5,-6.633,0,0.0675,0.0194,0.000162,0.0708,0.773,117.976,audio_features,1HK0gVdcEwTUaJzCTNhjA3,spotify:track:1HK0gVdcEwTUaJzCTNhjA3,https://api.spotify.com/v1/tracks/1HK0gVdcEwTUaJzCTNhjA3,https://api.spotify.com/v1/audio-analysis/1HK0gVdcEwTUaJzCTNhjA3,213560,4,Paying The Cost To Be The Boss,B.B. King
22,0.618,0.678,0,-5.199,1,0.0316,0.6,0.723,0.501,0.79,133.453,audio_features,74mpiRPDd2rFeBR1Yl60I3,spotify:track:74mpiRPDd2rFeBR1Yl60I3,https://api.spotify.com/v1/tracks/74mpiRPDd2rFeBR1Yl60I3,https://api.spotify.com/v1/audio-analysis/74mpiRPDd2rFeBR1Yl60I3,204573,4,Ventilator Blues,The Rolling Stones
23,0.54,0.862,2,-4.599,1,0.0284,0.33,1.7e-05,0.156,0.931,130.34,audio_features,3oJtUnnt5uYPtzulIbLw3D,spotify:track:3oJtUnnt5uYPtzulIbLw3D,https://api.spotify.com/v1/tracks/3oJtUnnt5uYPtzulIbLw3D,https://api.spotify.com/v1/audio-analysis/3oJtUnnt5uYPtzulIbLw3D,244533,4,Dead Flowers - 2009 Mix,The Rolling Stones
24,0.671,0.725,2,-10.065,1,0.065,0.296,0.00022,0.0889,0.956,85.27,audio_features,1FRP8d6l2jm3DS5f78ZrhK,spotify:track:1FRP8d6l2jm3DS5f78ZrhK,https://api.spotify.com/v1/tracks/1FRP8d6l2jm3DS5f78ZrhK,https://api.spotify.com/v1/audio-analysis/1FRP8d6l2jm3DS5f78ZrhK,140400,4,Route 66,The Rolling Stones
25,0.562,0.793,7,-7.774,1,0.0526,0.705,0.0,0.222,0.57,140.838,audio_features,1QLr0zOu6fv5hLEHOwdr21,spotify:track:1QLr0zOu6fv5hLEHOwdr21,https://api.spotify.com/v1/tracks/1QLr0zOu6fv5hLEHOwdr21,https://api.spotify.com/v1/audio-analysis/1QLr0zOu6fv5hLEHOwdr21,215920,4,Let's Spend The Night Together,The Rolling Stones
26,0.617,0.905,11,-4.585,1,0.0351,0.455,0.578,0.289,0.787,110.957,audio_features,6GpoY3iuHJY7fcyonia60B,spotify:track:6GpoY3iuHJY7fcyonia60B,https://api.spotify.com/v1/tracks/6GpoY3iuHJY7fcyonia60B,https://api.spotify.com/v1/audio-analysis/6GpoY3iuHJY7fcyonia60B,226240,4,Tumbling Dice - 2009 Mix,The Rolling Stones
28,0.524,0.553,0,-10.767,1,0.0292,0.831,0.0,0.174,0.517,104.578,audio_features,4hupcimlg3UBbW1kAQ6vrT,spotify:track:4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/tracks/4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/audio-analysis/4hupcimlg3UBbW1kAQ6vrT,196493,4,Ruby Tuesday,The Rolling Stones
29,0.558,0.684,0,-8.246,1,0.0288,0.433,0.00293,0.226,0.867,116.232,audio_features,06FcMPcosZg13x2QODDDK6,spotify:track:06FcMPcosZg13x2QODDDK6,https://api.spotify.com/v1/tracks/06FcMPcosZg13x2QODDDK6,https://api.spotify.com/v1/audio-analysis/06FcMPcosZg13x2QODDDK6,327880,4,Let It Bleed,The Rolling Stones
30,0.477,0.74,9,-5.397,1,0.0446,0.502,1.31e-06,0.263,0.56,107.384,audio_features,1hJrWWK74fKL7eeV3CFOvF,spotify:track:1hJrWWK74fKL7eeV3CFOvF,https://api.spotify.com/v1/tracks/1hJrWWK74fKL7eeV3CFOvF,https://api.spotify.com/v1/audio-analysis/1hJrWWK74fKL7eeV3CFOvF,266560,4,Sweet Virginia,The Rolling Stones
32,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4,Alive,Pearl Jam
33,0.619,0.655,0,-8.117,1,0.0605,0.343,2.76e-06,0.0875,0.902,151.786,audio_features,7vDL10t1MWPh5TTqaa8cY3,spotify:track:7vDL10t1MWPh5TTqaa8cY3,https://api.spotify.com/v1/tracks/7vDL10t1MWPh5TTqaa8cY3,https://api.spotify.com/v1/audio-analysis/7vDL10t1MWPh5TTqaa8cY3,271733,4,Slip Kid,The Who
34,0.369,0.759,0,-8.304,1,0.0602,0.124,0.0143,0.108,0.555,139.65,audio_features,0M7tdKXvtrEk26j8nXFtvC,spotify:track:0M7tdKXvtrEk26j8nXFtvC,https://api.spotify.com/v1/tracks/0M7tdKXvtrEk26j8nXFtvC,https://api.spotify.com/v1/audio-analysis/0M7tdKXvtrEk26j8nXFtvC,288453,4,Getting In Tune,The Who
35,0.479,0.668,4,-8.498,1,0.0392,0.0733,0.183,0.537,0.112,123.227,audio_features,0tw9YJD5pF7JgjbKjO29kP,spotify:track:0tw9YJD5pF7JgjbKjO29kP,https://api.spotify.com/v1/tracks/0tw9YJD5pF7JgjbKjO29kP,https://api.spotify.com/v1/audio-analysis/0tw9YJD5pF7JgjbKjO29kP,373133,4,Quadrophenia,The Who
36,0.526,0.559,7,-9.707,1,0.0365,0.296,1.03e-05,0.0547,0.398,101.311,audio_features,4yLKrbpfDou64pknD62S2U,spotify:track:4yLKrbpfDou64pknD62S2U,https://api.spotify.com/v1/tracks/4yLKrbpfDou64pknD62S2U,https://api.spotify.com/v1/audio-analysis/4yLKrbpfDou64pknD62S2U,157853,4,I'm One,The Who
37,0.287,0.398,9,-10.592,1,0.0336,0.182,1.98e-05,0.986,0.169,137.496,audio_features,03eY6eU7XvvZ61ahRoWeeU,spotify:track:03eY6eU7XvvZ61ahRoWeeU,https://api.spotify.com/v1/tracks/03eY6eU7XvvZ61ahRoWeeU,https://api.spotify.com/v1/audio-analysis/03eY6eU7XvvZ61ahRoWeeU,273613,4,"Imagine A Man - Live At Wembley, UK / 2019",The Who
38,0.306,0.801,2,-9.63,1,0.0871,0.523,0.0719,0.0792,0.458,136.629,audio_features,7u8Z9Y3VFMAELQT1nEchtL,spotify:track:7u8Z9Y3VFMAELQT1nEchtL,https://api.spotify.com/v1/tracks/7u8Z9Y3VFMAELQT1nEchtL,https://api.spotify.com/v1/audio-analysis/7u8Z9Y3VFMAELQT1nEchtL,163979,4,Anyway Anyhow Anywhere - Stereo Version,The Who
39,0.524,0.668,7,-10.609,1,0.0432,0.373,0.0,0.159,0.794,126.846,audio_features,123RhEzztpTieeEd13NexC,spotify:track:123RhEzztpTieeEd13NexC,https://api.spotify.com/v1/tracks/123RhEzztpTieeEd13NexC,https://api.spotify.com/v1/audio-analysis/123RhEzztpTieeEd13NexC,162760,4,Pictures Of Lily,The Who
40,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,audio_features,1YQWosTIljIvxAgHWTp7KP,spotify:track:1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/tracks/1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/audio-analysis/1YQWosTIljIvxAgHWTp7KP,324133,5,Take Five,The Dave Brubeck Quartet
41,0.436,0.543,11,-13.351,0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,audio_features,5xRP5iyVdGglqlY4Vcjhkx,spotify:track:5xRP5iyVdGglqlY4Vcjhkx,https://api.spotify.com/v1/tracks/5xRP5iyVdGglqlY4Vcjhkx,https://api.spotify.com/v1/audio-analysis/5xRP5iyVdGglqlY4Vcjhkx,622000,4,Sinnerman,Nina Simone
42,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,audio_features,0aWMVrwxPNYkKmFthzmpRi,spotify:track:0aWMVrwxPNYkKmFthzmpRi,https://api.spotify.com/v1/tracks/0aWMVrwxPNYkKmFthzmpRi,https://api.spotify.com/v1/audio-analysis/0aWMVrwxPNYkKmFthzmpRi,337733,4,Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis
43,0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,audio_features,73TxYZd0lBCVRrHawrAglA,spotify:track:73TxYZd0lBCVRrHawrAglA,https://api.spotify.com/v1/tracks/73TxYZd0lBCVRrHawrAglA,https://api.spotify.com/v1/audio-analysis/73TxYZd0lBCVRrHawrAglA,274088,4,Sweet Emotion,Aerosmith
44,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones
45,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4,Immigrant Song - Remaster,Led Zeppelin
46,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,audio_features,77oU2rjC5XbjQfNe3bD6so,spotify:track:77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/tracks/77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/audio-analysis/77oU2rjC5XbjQfNe3bD6so,265173,4,Beast Of Burden - Remastered 1994,The Rolling Stones
47,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4,All Along the Watchtower,Jimi Hendrix
48,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083,audio_features,19Shlms2uTnOjIUg50TXzd,spotify:track:19Shlms2uTnOjIUg50TXzd,https://api.spotify.com/v1/tracks/19Shlms2uTnOjIUg50TXzd,https://api.spotify.com/v1/audio-analysis/19Shlms2uTnOjIUg50TXzd,134400,4,Never Going Back Again - 2004 Remaster,Fleetwood Mac
49,0.411,0.381,11,-12.361,1,0.0286,0.13,0.257,0.132,0.524,76.963,audio_features,5MbXzXGbqobR8xPVPs8OXA,spotify:track:5MbXzXGbqobR8xPVPs8OXA,https://api.spotify.com/v1/tracks/5MbXzXGbqobR8xPVPs8OXA,https://api.spotify.com/v1/audio-analysis/5MbXzXGbqobR8xPVPs8OXA,238413,4,The Only Living Boy in New York,Simon & Garfunkel
52,0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-05,0.119,0.378,140.282,audio_features,2hitsKa8SthKhRJBXUHbIv,spotify:track:2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/tracks/2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/audio-analysis/2hitsKa8SthKhRJBXUHbIv,179760,4,Our House,"Crosby, Stills, Nash & Young"
53,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,audio_features,1H7gMYGykdtwZOV6s1N0by,spotify:track:1H7gMYGykdtwZOV6s1N0by,https://api.spotify.com/v1/tracks/1H7gMYGykdtwZOV6s1N0by,https://api.spotify.com/v1/audio-analysis/1H7gMYGykdtwZOV6s1N0by,124693,3,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles
55,0.659,0.862,9,-5.424,1,0.0302,0.0154,0.0,0.389,0.957,137.393,audio_features,4u6rcmlhDDgS0YAo8ZMI4a,spotify:track:4u6rcmlhDDgS0YAo8ZMI4a,https://api.spotify.com/v1/tracks/4u6rcmlhDDgS0YAo8ZMI4a,https://api.spotify.com/v1/audio-analysis/4u6rcmlhDDgS0YAo8ZMI4a,220680,4,Wild Wild Life - 2005 Remaster,Talking Heads
56,0.618,0.801,2,-6.416,1,0.0433,0.279,0.042,0.38,0.451,103.296,audio_features,5VMTSLp2WX3dsnsVWiVGB7,spotify:track:5VMTSLp2WX3dsnsVWiVGB7,https://api.spotify.com/v1/tracks/5VMTSLp2WX3dsnsVWiVGB7,https://api.spotify.com/v1/audio-analysis/5VMTSLp2WX3dsnsVWiVGB7,252040,4,Mind - 2005 Remaster,Talking Heads
57,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4,Psycho Killer - 2005 Remaster,Talking Heads
58,0.769,0.74,1,-8.673,0,0.052,0.126,0.0029,0.99,0.734,112.464,audio_features,1Z0jkAvtK78wrDc5odDtdX,spotify:track:1Z0jkAvtK78wrDc5odDtdX,https://api.spotify.com/v1/tracks/1Z0jkAvtK78wrDc5odDtdX,https://api.spotify.com/v1/audio-analysis/1Z0jkAvtK78wrDc5odDtdX,270800,4,Genius of Love (Tom Tom Club) - Live,Talking Heads
59,0.744,0.763,0,-10.399,1,0.0643,0.677,0.628,0.153,0.963,101.838,audio_features,2hDMI3I7WGgHmP4EGAk7la,spotify:track:2hDMI3I7WGgHmP4EGAk7la,https://api.spotify.com/v1/tracks/2hDMI3I7WGgHmP4EGAk7la,https://api.spotify.com/v1/audio-analysis/2hDMI3I7WGgHmP4EGAk7la,273200,4,Houses in Motion - 2005 Remaster,Talking Heads
60,0.652,0.896,9,-5.166,0,0.0573,0.000858,0.0,0.269,0.931,136.51,audio_features,1RqNYDlHoHNdr3QGLtzKtb,spotify:track:1RqNYDlHoHNdr3QGLtzKtb,https://api.spotify.com/v1/tracks/1RqNYDlHoHNdr3QGLtzKtb,https://api.spotify.com/v1/audio-analysis/1RqNYDlHoHNdr3QGLtzKtb,271813,4,Love for Sale - 2005 Remaster,Talking Heads
61,0.609,0.802,9,-9.501,0,0.0538,0.118,0.000131,0.0904,0.926,127.672,audio_features,1w3IeWPxVHuw0gyXcGV2pN,spotify:track:1w3IeWPxVHuw0gyXcGV2pN,https://api.spotify.com/v1/tracks/1w3IeWPxVHuw0gyXcGV2pN,https://api.spotify.com/v1/audio-analysis/1w3IeWPxVHuw0gyXcGV2pN,156480,4,Sugar on My Tongue - 2005 Remaster,Talking Heads
62,0.67,0.743,8,-10.371,1,0.0332,0.0751,0.223,0.241,0.93,113.883,audio_features,2zdlkG9g5Mt0alUdqn7s3D,spotify:track:2zdlkG9g5Mt0alUdqn7s3D,https://api.spotify.com/v1/tracks/2zdlkG9g5Mt0alUdqn7s3D,https://api.spotify.com/v1/audio-analysis/2zdlkG9g5Mt0alUdqn7s3D,188973,4,I Zimbra - 2005 Remaster,Talking Heads
63,0.523,0.681,0,-5.884,1,0.0301,0.0637,0.00146,0.082,0.564,120.533,audio_features,6XvpjZugZzMHa2nZ1uPOka,spotify:track:6XvpjZugZzMHa2nZ1uPOka,https://api.spotify.com/v1/tracks/6XvpjZugZzMHa2nZ1uPOka,https://api.spotify.com/v1/audio-analysis/6XvpjZugZzMHa2nZ1uPOka,214133,4,Air - 2005 Remaster,Talking Heads
64,0.612,0.357,7,-10.4,1,0.0303,0.849,3.23e-06,0.516,0.148,107.129,audio_features,0Q2b6AxWV5tD117XktdQxl,spotify:track:0Q2b6AxWV5tD117XktdQxl,https://api.spotify.com/v1/tracks/0Q2b6AxWV5tD117XktdQxl,https://api.spotify.com/v1/audio-analysis/0Q2b6AxWV5tD117XktdQxl,221000,4,Heaven - Live,Talking Heads
65,0.414,0.601,9,-9.978,1,0.0296,0.0205,0.0107,0.0876,0.403,132.055,audio_features,18VUNjOq2uRYxZP6nQGJva,spotify:track:18VUNjOq2uRYxZP6nQGJva,https://api.spotify.com/v1/tracks/18VUNjOq2uRYxZP6nQGJva,https://api.spotify.com/v1/audio-analysis/18VUNjOq2uRYxZP6nQGJva,214800,4,Artists Only - 2005 Remaster,Talking Heads
66,0.383,0.778,11,-4.845,0,0.0282,0.0204,0.228,0.441,0.512,91.176,audio_features,4Gw9ACmKi3O2vP8UwJqF0M,spotify:track:4Gw9ACmKi3O2vP8UwJqF0M,https://api.spotify.com/v1/tracks/4Gw9ACmKi3O2vP8UwJqF0M,https://api.spotify.com/v1/audio-analysis/4Gw9ACmKi3O2vP8UwJqF0M,210013,4,Memories Can't Wait - 2005 Remaster,Talking Heads
67,0.283,0.355,11,-14.862,0,0.0346,0.538,0.909,0.0935,0.41,185.398,audio_features,7rRwsK0h5e53jMpkLyCzat,spotify:track:7rRwsK0h5e53jMpkLyCzat,https://api.spotify.com/v1/tracks/7rRwsK0h5e53jMpkLyCzat,https://api.spotify.com/v1/audio-analysis/7rRwsK0h5e53jMpkLyCzat,502480,4,The Sheltering Sky,King Crimson
68,0.357,0.45,7,-10.786,0,0.0516,0.0178,0.322,0.0934,0.581,121.341,audio_features,4hnB3tR0ueIBnkaIvrlZtC,spotify:track:4hnB3tR0ueIBnkaIvrlZtC,https://api.spotify.com/v1/tracks/4hnB3tR0ueIBnkaIvrlZtC,https://api.spotify.com/v1/audio-analysis/4hnB3tR0ueIBnkaIvrlZtC,273000,4,Indiscipline,King Crimson
72,0.82,0.876,0,-6.784,1,0.0333,0.074,0.0578,0.124,0.942,122.967,audio_features,2OsuNPRc9qt34UOatyrAlZ,spotify:track:2OsuNPRc9qt34UOatyrAlZ,https://api.spotify.com/v1/tracks/2OsuNPRc9qt34UOatyrAlZ,https://api.spotify.com/v1/audio-analysis/2OsuNPRc9qt34UOatyrAlZ,354213,4,Making Flippy Floppy - 2005 Remaster,Talking Heads
77,0.759,0.727,10,-6.568,1,0.0369,0.0267,0.139,0.167,0.969,117.622,audio_features,6e7IrptCjEXaRcKrVaEgO1,spotify:track:6e7IrptCjEXaRcKrVaEgO1,https://api.spotify.com/v1/tracks/6e7IrptCjEXaRcKrVaEgO1,https://api.spotify.com/v1/audio-analysis/6e7IrptCjEXaRcKrVaEgO1,267333,4,Perfect World - 2005 Remaster,Talking Heads
78,0.6,0.869,10,-5.591,1,0.0795,0.403,0.0205,0.0683,0.687,152.06,audio_features,35ljOibZSLEjOEPGrbaJsH,spotify:track:35ljOibZSLEjOEPGrbaJsH,https://api.spotify.com/v1/tracks/35ljOibZSLEjOEPGrbaJsH,https://api.spotify.com/v1/audio-analysis/35ljOibZSLEjOEPGrbaJsH,387560,4,The Great Curve - 2005 Remaster,Talking Heads
